image_id,subject,label
1_rot_aligned.jpg,2,1
2_rot_aligned.jpg,3,1
3_rot_aligned.jpg,4,1
4_rot_aligned.jpg,5,1
5_rot_aligned.jpg,5,1
6_rot_aligned.jpg,6,1
11_rot_aligned.jpg,9,1
13_rot_aligned.jpg,10,1
15_rot_aligned.jpg,11,1
17_rot_aligned.jpg,12,1
18_rot_aligned.jpg,13,1
19_rot_aligned.jpg,14,1
20_rot_aligned.jpg,15,1
22_rot_aligned.jpg,16,1
23_rot_aligned.jpg,17,1
24_rot_aligned.jpg,18,1
25_rot_aligned.jpg,19,1
26_rot_aligned.jpg,20,1
27_rot_aligned.jpg,21,1
28_rot_aligned.jpg,22,1
29_rot_aligned.jpg,23,1
31_rot_aligned.jpg,25,1
33_rot_aligned.jpg,27,1
36_rot_aligned.jpg,29,1
37_rot_aligned.jpg,30,1
39_rot_aligned.jpg,32,1
40_rot_aligned.jpg,33,1
42_rot_aligned.jpg,34,1
43_rot_aligned.jpg,35,1
44_rot_aligned.jpg,36,1
45_rot_aligned.jpg,37,1
46_rot_aligned.jpg,38,1
47_rot_aligned.jpg,39,1
49_rot_aligned.jpg,40,1
50_rot_aligned.jpg,41,1
51_rot_aligned.jpg,42,1
52_rot_aligned.jpg,43,1
54_rot_aligned.jpg,45,1
57_rot_aligned.jpg,47,1
59_rot_aligned.jpg,48,1
61_rot_aligned.jpg,49,1
63_rot_aligned.jpg,50,1
65_rot_aligned.jpg,51,1
67_rot_aligned.jpg,52,1
69_rot_aligned.jpg,53,1
71_rot_aligned.jpg,55,1
72_rot_aligned.jpg,56,1
74_rot_aligned.jpg,57,1
77_rot_aligned.jpg,59,1
78_rot_aligned.jpg,60,1
80_rot_aligned.jpg,61,1
81_rot_aligned.jpg,62,1
82_rot_aligned.jpg,63,1
83_rot_aligned.jpg,64,1
84_rot_aligned.jpg,65,1
87_rot_aligned.jpg,67,1
88_rot_aligned.jpg,68,1
89_rot_aligned.jpg,69,1
90_rot_aligned.jpg,70,1
91_rot_aligned.jpg,71,1
92_rot_aligned.jpg,72,1
96_rot_aligned.jpg,74,1
98_rot_aligned.jpg,75,1
101_rot_aligned.jpg,78,1
102_rot_aligned.jpg,79,1
103_rot_aligned.jpg,80,1
104_rot_aligned.jpg,81,1
106_rot_aligned.jpg,83,1
108_rot_aligned.jpg,85,1
109_rot_aligned.jpg,86,1
110_rot_aligned.jpg,87,1
111_rot_aligned.jpg,88,1
112_rot_aligned.jpg,89,1
113_rot_aligned.jpg,90,1
115_rot_aligned.jpg,92,1
116_rot_aligned.jpg,93,1
117_rot_aligned.jpg,94,1
120_rot_aligned.jpg,96,1
122_rot_aligned.jpg,97,1
124_rot_aligned.jpg,98,1
126_rot_aligned.jpg,99,1
128_rot_aligned.jpg,100,1
130_rot_aligned.jpg,101,1
131_rot_aligned.jpg,102,1
132_rot_aligned.jpg,103,1
133_rot_aligned.jpg,104,1
134_rot_aligned.jpg,105,1
135_rot_aligned.jpg,106,1
137_rot_aligned.jpg,108,1
139_rot_aligned.jpg,110,1
142_rot_aligned.jpg,113,1
143_rot_aligned.jpg,114,1
145_rot_aligned.jpg,116,1
146_rot_aligned.jpg,117,1
148_rot_aligned.jpg,118,1
150_rot_aligned.jpg,120,1
153_rot_aligned.jpg,122,1
154_rot_aligned.jpg,123,1
155_rot_aligned.jpg,124,1
156_rot_aligned.jpg,125,1
157_rot_aligned.jpg,126,1
158_rot_aligned.jpg,127,1
159_rot_aligned.jpg,128,1
160_rot_aligned.jpg,129,1
161_rot_aligned.jpg,130,1
162_rot_aligned.jpg,131,1
163_rot_aligned.jpg,132,1
165_rot_aligned.jpg,134,1
171_rot_aligned.jpg,138,1
172_rot_aligned.jpg,139,1
174_rot_aligned.jpg,141,1
176_rot_aligned.jpg,143,1
177_rot_aligned.jpg,144,1
178_rot_aligned.jpg,145,1
180_rot_aligned.jpg,147,1
181_rot_aligned.jpg,148,1
182_rot_aligned.jpg,149,1
184_rot_aligned.jpg,151,1
185_rot_aligned.jpg,152,1
188_rot_aligned.jpg,154,1
189_rot_aligned.jpg,155,1
190_rot_aligned.jpg,156,1
191_rot_aligned.jpg,157,1
192_rot_aligned.jpg,158,1
193_rot_aligned.jpg,159,1
194_rot_aligned.jpg,159,1
195_rot_aligned.jpg,159,1
196_rot_aligned.jpg,159,1
197_rot_aligned.jpg,159,1
198_rot_aligned.jpg,159,1
199_rot_aligned.jpg,159,1
200_rot_aligned.jpg,160,1
201_rot_aligned.jpg,162,1
202_rot_aligned.jpg,162,1
203_rot_aligned.jpg,163,1
204_rot_aligned.jpg,164,1
207_rot_aligned.jpg,166,1
209_rot_aligned.jpg,167,1
210_rot_aligned.jpg,168,1
211_rot_aligned.jpg,169,1
212_rot_aligned.jpg,170,1
213_rot_aligned.jpg,171,1
214_rot_aligned.jpg,172,1
216_rot_aligned.jpg,174,1
217_rot_aligned.jpg,175,1
220_rot_aligned.jpg,178,1
221_rot_aligned.jpg,179,1
222_rot_aligned.jpg,180,1
223_rot_aligned.jpg,181,1
224_rot_aligned.jpg,182,1
225_rot_aligned.jpg,183,1
227_rot_aligned.jpg,185,1
228_rot_aligned.jpg,186,1
229_rot_aligned.jpg,187,1
230_rot_aligned.jpg,188,1
231_rot_aligned.jpg,188,1
232_rot_aligned.jpg,188,1
233_rot_aligned.jpg,189,1
234_rot_aligned.jpg,190,1
236_rot_aligned.jpg,192,1
237_rot_aligned.jpg,193,1
238_rot_aligned.jpg,194,1
239_rot_aligned.jpg,195,1
240_rot_aligned.jpg,196,1
241_rot_aligned.jpg,196,1
242_rot_aligned.jpg,196,1
243_rot_aligned.jpg,196,1
244_rot_aligned.jpg,197,1
245_rot_aligned.jpg,197,1
246_rot_aligned.jpg,198,1
248_rot_aligned.jpg,199,0
249_rot_aligned.jpg,200,0
250_rot_aligned.jpg,201,0
251_rot_aligned.jpg,202,0
252_rot_aligned.jpg,203,0
253_rot_aligned.jpg,204,0
255_rot_aligned.jpg,206,0
256_rot_aligned.jpg,207,0
258_rot_aligned.jpg,209,0
259_rot_aligned.jpg,210,0
260_rot_aligned.jpg,211,0
261_rot_aligned.jpg,212,0
262_rot_aligned.jpg,213,0
263_rot_aligned.jpg,214,0
